checkmk,timestamp,cpu_usage(in %),memory_usage,disk_usage(in KB)
monitoring,2025-05-10T11:28:50,0.44%,1100.8,2322856
monitoring,2025-05-10T11:29:07,449.84%,3145.73,2322856
monitoring,2025-05-10T11:29:23,0.62%,1100.8,2322856
monitoring,2025-05-10T11:29:40,337.74%,1196.03,2322856
monitoring,2025-05-10T11:29:57,0.42%,1100.8,2322856
monitoring,2025-05-10T11:30:13,0.51%,1100.8,2322856
monitoring,2025-05-10T11:30:30,671.74%,1384.45,2322856
monitoring,2025-05-10T11:30:46,51.63%,1101.82,2322856
monitoring,2025-05-10T11:31:03,798.70%,2405.38,2322856
monitoring,2025-05-10T11:31:19,63.68%,1101.82,2322856
monitoring,2025-05-10T11:31:36,2.80%,1101.82,2322856
monitoring,2025-05-10T11:31:52,0.49%,1100.8,2322856
monitoring,2025-05-10T11:32:09,385.30%,1290.24,2322856
monitoring,2025-05-10T11:32:26,766.91%,2211.84,2322856
monitoring,2025-05-10T11:32:42,28.84%,1101.82,2322856
monitoring,2025-05-10T11:32:59,0.43%,1100.8,2322856
monitoring,2025-05-10T11:33:15,0.56%,1100.8,2322856
monitoring,2025-05-10T11:33:32,310.82%,1132.54,2322856
monitoring,2025-05-10T11:33:48,1.76%,1101.82,2322856
monitoring,2025-05-10T11:34:05,778.37%,3266.56,2322856
monitoring,2025-05-10T11:34:21,0.43%,1101.82,2322856
monitoring,2025-05-10T11:34:38,145.66%,1182.72,2322856
monitoring,2025-05-10T11:34:55,15.53%,1101.82,2322856
monitoring,2025-05-10T11:35:11,292.89%,1247.23,2322856
monitoring,2025-05-10T11:35:28,613.41%,2683.9,2322856
monitoring,2025-05-10T11:35:44,0.43%,1101.82,2322856
monitoring,2025-05-10T11:36:01,178.71%,1389.57,2322856
monitoring,2025-05-10T11:36:17,2.59%,1101.82,2322856
monitoring,2025-05-10T11:36:34,264.30%,1156.1,2322856
monitoring,2025-05-10T11:36:50,2.18%,1101.82,2322856
monitoring,2025-05-10T11:37:07,543.25%,2903.04,2322856
monitoring,2025-05-10T11:37:23,1.77%,1101.82,2322856
monitoring,2025-05-10T11:37:40,319.54%,1201.15,2322856
monitoring,2025-05-10T11:37:57,0.44%,1101.82,2322856
monitoring,2025-05-10T11:38:13,0.41%,1101.82,2322856
monitoring,2025-05-10T11:38:30,665.38%,1330.18,2322856
monitoring,2025-05-10T11:38:46,18.94%,1107.97,2322856
monitoring,2025-05-10T11:39:03,797.90%,2423.81,2322856
monitoring,2025-05-10T11:39:19,89.29%,1101.82,2322856
monitoring,2025-05-10T11:39:36,0.46%,1101.82,2322856
monitoring,2025-05-10T11:39:52,2.05%,1101.82,2322856
monitoring,2025-05-10T11:40:09,363.30%,1317.89,2322856
monitoring,2025-05-10T11:40:26,767.14%,2134.02,2322856
monitoring,2025-05-10T11:40:42,21.70%,1101.82,2322856
monitoring,2025-05-10T11:40:59,0.46%,1101.82,2322856
monitoring,2025-05-10T11:41:15,0.42%,1101.82,2322856
monitoring,2025-05-10T11:41:32,419.43%,1197.06,2322856
monitoring,2025-05-10T11:41:48,2.15%,1101.82,2322856
monitoring,2025-05-10T11:42:05,796.75%,3065.86,2322856
monitoring,2025-05-10T11:42:21,2.02%,1101.82,2322856
monitoring,2025-05-10T11:42:38,137.15%,1181.7,2322856
monitoring,2025-05-10T11:42:54,4.42%,1101.82,2322856
monitoring,2025-05-10T11:43:11,318.72%,1277.95,2322856
monitoring,2025-05-10T11:43:28,630.41%,2729.98,2322856
monitoring,2025-05-10T11:43:44,50.46%,1107.97,2322856
monitoring,2025-05-10T11:44:01,79.39%,1553.41,2322856
monitoring,2025-05-10T11:44:17,0.40%,1101.82,2322856
monitoring,2025-05-10T11:44:34,309.09%,1162.24,2322856
monitoring,2025-05-10T11:44:50,1.81%,1101.82,2322856
monitoring,2025-05-10T11:45:07,520.50%,2814.98,2322856
monitoring,2025-05-10T11:45:23,2.00%,1101.82,2322856
monitoring,2025-05-10T11:45:40,359.04%,1180.67,2322856
monitoring,2025-05-10T11:45:57,1.93%,1101.82,2322856
monitoring,2025-05-10T11:46:13,0.40%,1101.82,2322856
monitoring,2025-05-10T11:46:30,695.69%,1363.97,2322856
monitoring,2025-05-10T11:46:46,15.04%,1101.82,2322856
monitoring,2025-05-10T11:47:03,796.44%,2417.66,2322856
monitoring,2025-05-10T11:47:19,96.04%,1101.82,2322856
monitoring,2025-05-10T11:47:36,50.23%,1102.85,2322856
monitoring,2025-05-10T11:47:52,2.08%,1101.82,2322856
monitoring,2025-05-10T11:48:09,335.57%,1297.41,2322856
monitoring,2025-05-10T11:48:25,779.43%,2154.5,2322856
monitoring,2025-05-10T11:48:42,24.06%,1102.85,2322856
monitoring,2025-05-10T11:48:59,2.60%,1102.85,2322856
monitoring,2025-05-10T11:49:15,0.49%,1101.82,2322856
monitoring,2025-05-10T11:49:32,319.27%,1111.04,2322856
monitoring,2025-05-10T11:49:48,0.38%,1101.82,2322856
monitoring,2025-05-10T11:50:05,798.06%,3233.79,2322856
monitoring,2025-05-10T11:50:21,0.42%,1101.82,2322856
monitoring,2025-05-10T11:50:38,149.92%,1184.77,2322856
monitoring,2025-05-10T11:50:54,1.62%,1102.85,2322856
monitoring,2025-05-10T11:51:11,305.85%,1268.74,2322856
monitoring,2025-05-10T11:51:27,598.07%,2944,2322856
monitoring,2025-05-10T11:51:44,22.27%,1108.99,2322856
monitoring,2025-05-10T11:52:01,102.92%,1102.85,2322856
monitoring,2025-05-10T11:52:17,0.39%,1102.85,2322856
monitoring,2025-05-10T11:52:34,315.14%,1113.09,2322856
monitoring,2025-05-10T11:52:50,0.39%,1102.85,2322856
monitoring,2025-05-10T11:53:07,543.84%,3239.94,2322856
monitoring,2025-05-10T11:53:23,0.40%,1102.85,2322856
monitoring,2025-05-10T11:53:40,349.58%,1184.77,2322856
monitoring,2025-05-10T11:53:56,2.73%,1102.85,2322856
monitoring,2025-05-10T11:54:13,0.42%,1101.82,2322856
monitoring,2025-05-10T11:54:30,686.43%,1491.97,2322856
monitoring,2025-05-10T11:54:46,0.37%,1102.85,2322856
monitoring,2025-05-10T11:55:03,797.77%,2420.74,2322856
monitoring,2025-05-10T11:55:19,71.06%,1102.85,2322856
monitoring,2025-05-10T11:55:36,2.64%,1102.85,2322856
monitoring,2025-05-10T11:55:52,68.57%,1102.85,2322856
monitoring,2025-05-10T11:56:09,293.65%,1235.97,2322856
monitoring,2025-05-10T11:56:25,779.35%,2177.02,2322856
monitoring,2025-05-10T11:56:42,47.24%,1102.85,2322856
monitoring,2025-05-10T11:56:59,1.56%,1102.85,2322856
monitoring,2025-05-10T11:57:15,0.48%,1102.85,2322856
monitoring,2025-05-10T11:57:32,325.82%,1122.3,2322856
monitoring,2025-05-10T11:57:48,0.39%,1102.85,2322856
monitoring,2025-05-10T11:58:05,797.25%,3038.21,2322856
monitoring,2025-05-10T11:58:21,0.46%,1102.85,2322856
monitoring,2025-05-10T11:58:38,149.24%,1183.74,2322856
monitoring,2025-05-10T11:58:54,0.49%,1102.85,2322856
monitoring,2025-05-10T11:59:11,238.64%,1236.99,2322856
monitoring,2025-05-10T11:59:27,699.13%,2805.76,2322856
monitoring,2025-05-10T11:59:44,8.37%,1102.85,2322856
monitoring,2025-05-10T12:00:01,177.80%,1133.57,2322856
monitoring,2025-05-10T12:00:17,14.40%,1102.85,2322856
monitoring,2025-05-10T12:00:34,310.90%,1136.64,2322856
monitoring,2025-05-10T12:00:50,0.43%,1102.85,2322856
monitoring,2025-05-10T12:01:07,517.43%,3225.6,2322856
monitoring,2025-05-10T12:01:23,0.50%,1102.85,2322856
monitoring,2025-05-10T12:01:40,352.99%,1185.79,2322856
monitoring,2025-05-10T12:01:56,0.44%,1102.85,2322856
monitoring,2025-05-10T12:02:13,4.29%,1102.85,2322856
monitoring,2025-05-10T12:02:30,680.62%,1502.21,2322856
monitoring,2025-05-10T12:02:46,0.39%,1102.85,2322856
monitoring,2025-05-10T12:03:03,798.97%,2419.71,2322856
monitoring,2025-05-10T12:03:19,114.22%,1102.85,2322856
monitoring,2025-05-10T12:03:36,0.46%,1102.85,2322856
monitoring,2025-05-10T12:03:52,0.41%,1102.85,2322856
monitoring,2025-05-10T12:04:09,425.14%,1303.55,2322856
monitoring,2025-05-10T12:04:25,780.44%,2170.88,2322856
monitoring,2025-05-10T12:04:42,53.05%,1102.85,2322856
monitoring,2025-05-10T12:04:59,0.50%,1102.85,2322856
monitoring,2025-05-10T12:05:15,2.12%,1102.85,2322856
monitoring,2025-05-10T12:05:32,301.34%,1139.71,2322856
monitoring,2025-05-10T12:05:48,0.43%,1102.85,2322856
monitoring,2025-05-10T12:06:05,797.03%,3115.01,2322856
monitoring,2025-05-10T12:06:21,2.69%,1102.85,2322856
monitoring,2025-05-10T12:06:38,134.51%,1181.7,2322856
monitoring,2025-05-10T12:06:54,0.43%,1102.85,2322856
monitoring,2025-05-10T12:07:11,283.35%,1246.21,2322856
monitoring,2025-05-10T12:07:27,650.80%,2759.68,2322856
monitoring,2025-05-10T12:07:44,6.18%,1102.85,2322856
monitoring,2025-05-10T12:08:01,282.11%,1441.79,2322856
monitoring,2025-05-10T12:08:17,0.43%,1102.85,2322856
monitoring,2025-05-10T12:08:34,321.77%,1144.83,2322856
monitoring,2025-05-10T12:08:50,23.48%,1102.85,2322856
monitoring,2025-05-10T12:09:07,505.56%,3293.18,2322856
monitoring,2025-05-10T12:09:23,2.34%,1102.85,2322856
monitoring,2025-05-10T12:09:40,397.71%,1186.82,2322856
monitoring,2025-05-10T12:09:56,0.38%,1102.85,2322856
monitoring,2025-05-10T12:10:13,1.80%,1102.85,2322856
monitoring,2025-05-10T12:10:30,698.46%,1520.64,2322856
monitoring,2025-05-10T12:10:46,26.75%,1102.85,2322856
monitoring,2025-05-10T12:11:03,793.72%,2395.14,2322856
monitoring,2025-05-10T12:11:19,205.56%,1102.85,2322856
monitoring,2025-05-10T12:11:36,0.48%,1102.85,2322856
monitoring,2025-05-10T12:11:52,2.10%,1102.85,2322856
monitoring,2025-05-10T12:12:09,348.81%,1306.62,2322856
monitoring,2025-05-10T12:12:25,779.92%,2140.16,2322856
monitoring,2025-05-10T12:12:42,43.95%,1102.85,2322856
monitoring,2025-05-10T12:12:59,0.48%,1102.85,2322856
monitoring,2025-05-10T12:13:15,19.47%,1102.85,2322856
monitoring,2025-05-10T12:13:32,335.97%,1115.14,2322856
monitoring,2025-05-10T12:13:48,0.44%,1102.85,2322856
monitoring,2025-05-10T12:14:05,796.24%,3294.21,2322856
monitoring,2025-05-10T12:14:21,1.63%,1102.85,2322856
monitoring,2025-05-10T12:14:38,150.41%,1183.74,2322856
monitoring,2025-05-10T12:14:54,1.69%,1102.85,2322856
monitoring,2025-05-10T12:15:11,367.84%,1268.74,2322856
monitoring,2025-05-10T12:15:28,637.75%,2743.3,2322856
monitoring,2025-05-10T12:15:44,0.54%,1102.85,2322856
monitoring,2025-05-10T12:16:01,215.57%,1336.32,2322856
monitoring,2025-05-10T12:16:17,2.07%,1102.85,2322856
monitoring,2025-05-10T12:16:34,311.33%,1114.11,2322856
monitoring,2025-05-10T12:16:50,0.52%,1102.85,2322856
monitoring,2025-05-10T12:17:07,539.78%,2935.81,2322856
monitoring,2025-05-10T12:17:23,54.18%,1102.85,2322856
monitoring,2025-05-10T12:17:40,302.88%,1217.54,2322856
monitoring,2025-05-10T12:17:57,1.71%,1102.85,2322856
monitoring,2025-05-10T12:18:13,0.48%,1102.85,2322856
monitoring,2025-05-10T12:18:30,727.01%,1512.45,2322856
monitoring,2025-05-10T12:18:46,0.44%,1102.85,2322856
monitoring,2025-05-10T12:19:03,797.47%,2446.34,2322856
monitoring,2025-05-10T12:19:19,134.55%,1102.85,2322856
monitoring,2025-05-10T12:19:36,0.45%,1102.85,2322856
monitoring,2025-05-10T12:19:52,0.42%,1102.85,2322856
monitoring,2025-05-10T12:20:09,669.96%,1484.8,2322856
monitoring,2025-05-10T12:20:26,768.38%,2226.18,2322856
monitoring,2025-05-10T12:20:42,26.88%,1102.85,2322856
monitoring,2025-05-10T12:20:59,1.48%,1103.87,2322856
monitoring,2025-05-10T12:21:15,0.44%,1102.85,2322856
monitoring,2025-05-10T12:21:32,347.72%,1141.76,2322856
monitoring,2025-05-10T12:21:48,0.47%,1102.85,2322856
monitoring,2025-05-10T12:22:05,777.54%,3222.53,2322856
monitoring,2025-05-10T12:22:21,19.20%,1103.87,2322856
monitoring,2025-05-10T12:22:38,185.27%,1207.3,2322856
monitoring,2025-05-10T12:22:55,0.43%,1102.85,2322856
monitoring,2025-05-10T12:23:11,286.45%,1264.64,2322856
monitoring,2025-05-10T12:23:28,567.65%,2671.62,2322856
monitoring,2025-05-10T12:23:44,0.56%,1102.85,2322856
monitoring,2025-05-10T12:24:01,166.30%,1399.81,2322856
monitoring,2025-05-10T12:24:17,0.57%,1102.85,2322856
monitoring,2025-05-10T12:24:34,281.58%,1155.07,2322856
monitoring,2025-05-10T12:24:50,0.47%,1102.85,2322856
monitoring,2025-05-10T12:25:07,515.19%,3050.5,2322856
monitoring,2025-05-10T12:25:24,51.87%,1102.85,2322856
monitoring,2025-05-10T12:25:40,327.99%,1204.22,2322856
monitoring,2025-05-10T12:25:57,0.37%,1102.85,2322856
monitoring,2025-05-10T12:26:13,0.40%,1102.85,2322856
monitoring,2025-05-10T12:26:30,700.22%,1581.06,2322856
monitoring,2025-05-10T12:26:46,0.43%,1102.85,2322856
monitoring,2025-05-10T12:27:03,798.79%,2433.02,2322856
monitoring,2025-05-10T12:27:19,42.79%,1102.85,2322856
monitoring,2025-05-10T12:27:36,0.51%,1102.85,2322856
monitoring,2025-05-10T12:27:52,0.45%,1102.85,2322856
monitoring,2025-05-10T12:28:09,368.96%,1297.41,2322856
monitoring,2025-05-10T12:28:26,777.30%,2136.06,2322856
monitoring,2025-05-10T12:28:42,46.10%,1103.87,2322856
monitoring,2025-05-10T12:28:59,0.44%,1102.85,2322856
monitoring,2025-05-10T12:29:15,0.44%,1102.85,2322856
monitoring,2025-05-10T12:29:32,385.85%,1156.1,2322856
monitoring,2025-05-10T12:29:48,48.75%,1103.87,2322856
monitoring,2025-05-10T12:30:05,797.33%,3036.16,2322856
monitoring,2025-05-10T12:30:21,0.40%,1103.87,2322856
monitoring,2025-05-10T12:30:38,173.81%,1199.1,2322856
monitoring,2025-05-10T12:30:55,0.52%,1102.85,2322856
monitoring,2025-05-10T12:31:11,348.20%,1301.5,2322856
monitoring,2025-05-10T12:31:28,618.08%,2795.52,2322856
monitoring,2025-05-10T12:31:44,3.08%,1103.87,2322856
monitoring,2025-05-10T12:32:01,283.20%,1418.24,2322856
monitoring,2025-05-10T12:32:17,21.23%,1102.85,2322856
monitoring,2025-05-10T12:32:34,298.39%,1155.07,2322856
monitoring,2025-05-10T12:32:50,0.45%,1102.85,2322856
monitoring,2025-05-10T12:33:07,518.74%,2983.94,2322856
monitoring,2025-05-10T12:33:24,0.48%,1103.87,2322856
monitoring,2025-05-10T12:33:40,352.25%,1186.82,2322856
monitoring,2025-05-10T12:33:57,17.18%,1110.02,2322856
monitoring,2025-05-10T12:34:13,1.72%,1103.87,2322856
monitoring,2025-05-10T12:34:30,730.29%,1605.63,2322856
monitoring,2025-05-10T12:34:46,1.82%,1102.85,2322856
monitoring,2025-05-10T12:35:03,797.88%,2466.82,2322856
monitoring,2025-05-10T12:35:19,125.46%,1103.87,2322856
monitoring,2025-05-10T12:35:36,2.09%,1103.87,2322856
monitoring,2025-05-10T12:35:52,0.37%,1102.85,2322856
monitoring,2025-05-10T12:36:09,384.07%,1331.2,2322856
monitoring,2025-05-10T12:36:26,757.86%,2163.71,2322856
monitoring,2025-05-10T12:36:42,17.97%,1103.87,2322856
monitoring,2025-05-10T12:36:59,0.40%,1103.87,2322856
monitoring,2025-05-10T12:37:15,3.13%,1103.87,2322856
monitoring,2025-05-10T12:37:32,286.85%,1147.9,2322856
monitoring,2025-05-10T12:37:48,3.28%,1103.87,2322856
monitoring,2025-05-10T12:38:05,788.02%,3238.91,2322856
monitoring,2025-05-10T12:38:21,74.55%,1103.87,2322856
monitoring,2025-05-10T12:38:38,153.27%,1191.94,2322856
monitoring,2025-05-10T12:38:55,6.79%,1103.87,2322856
monitoring,2025-05-10T12:39:11,323.56%,1287.17,2322856
monitoring,2025-05-10T12:39:28,640.07%,2907.14,2322856
monitoring,2025-05-10T12:39:44,1.65%,1103.87,2322856
monitoring,2025-05-10T12:40:01,393.06%,1484.8,2322856
monitoring,2025-05-10T12:40:17,1.67%,1103.87,2322856
monitoring,2025-05-10T12:40:34,262.66%,1157.12,2322856
monitoring,2025-05-10T12:40:50,2.48%,1103.87,2322856
monitoring,2025-05-10T12:41:07,520.84%,2859.01,2322856
monitoring,2025-05-10T12:41:24,74.53%,1103.87,2322856
monitoring,2025-05-10T12:41:40,316.33%,1212.42,2322856
monitoring,2025-05-10T12:41:57,2.44%,1103.87,2322856
monitoring,2025-05-10T12:42:13,0.46%,1103.87,2322856
monitoring,2025-05-10T12:42:30,671.93%,1352.7,2322856
monitoring,2025-05-10T12:42:46,1.97%,1103.87,2322856
monitoring,2025-05-10T12:43:03,798.78%,2457.6,2322856
monitoring,2025-05-10T12:43:19,70.21%,1110.02,2322856
monitoring,2025-05-10T12:43:36,0.60%,1103.87,2322856
monitoring,2025-05-10T12:43:52,0.45%,1103.87,2322856
monitoring,2025-05-10T12:44:09,414.26%,1332.22,2322856
monitoring,2025-05-10T12:44:26,778.57%,2205.7,2322856
monitoring,2025-05-10T12:44:42,16.23%,1103.87,2322856
monitoring,2025-05-10T12:44:59,2.32%,1103.87,2322856
monitoring,2025-05-10T12:45:15,0.48%,1103.87,2322856
monitoring,2025-05-10T12:45:32,287.79%,1157.12,2322856
monitoring,2025-05-10T12:45:48,2.19%,1103.87,2322856
monitoring,2025-05-10T12:46:05,789.33%,3166.21,2322856
monitoring,2025-05-10T12:46:21,38.13%,1103.87,2322856
monitoring,2025-05-10T12:46:38,159.44%,1187.84,2322856
monitoring,2025-05-10T12:46:55,0.45%,1103.87,2322856
monitoring,2025-05-10T12:47:11,308.85%,1273.86,2322856
monitoring,2025-05-10T12:47:28,551.33%,2839.55,2322856
monitoring,2025-05-10T12:47:44,21.17%,1110.02,2322856
monitoring,2025-05-10T12:48:01,247.68%,1366.02,2322856
monitoring,2025-05-10T12:48:17,0.50%,1103.87,2322856
monitoring,2025-05-10T12:48:34,308.64%,1162.24,2322856
monitoring,2025-05-10T12:48:50,2.56%,1103.87,2322856
monitoring,2025-05-10T12:49:07,618.12%,2010.11,2322856
monitoring,2025-05-10T12:49:24,112.16%,1277.95,2322856
monitoring,2025-05-10T12:49:40,296.43%,1222.66,2322856
monitoring,2025-05-10T12:49:57,0.50%,1103.87,2322856
monitoring,2025-05-10T12:50:13,0.47%,1103.87,2322856
monitoring,2025-05-10T12:50:30,646.17%,1249.28,2322856
monitoring,2025-05-10T12:50:46,0.47%,1103.87,2322856
monitoring,2025-05-10T12:51:03,797.30%,2470.91,2322856
monitoring,2025-05-10T12:51:20,5.05%,1103.87,2322856
monitoring,2025-05-10T12:51:36,110.83%,1110.02,2322856
monitoring,2025-05-10T12:51:53,24.65%,1103.87,2322856
monitoring,2025-05-10T12:52:09,420.37%,1346.56,2322856
monitoring,2025-05-10T12:52:26,778.24%,2226.18,2322856
monitoring,2025-05-10T12:52:42,10.38%,1103.87,2322856
monitoring,2025-05-10T12:52:59,1.55%,1103.87,2322856
monitoring,2025-05-10T12:53:15,0.42%,1103.87,2322856
monitoring,2025-05-10T12:53:32,242.52%,1166.34,2322856
monitoring,2025-05-10T12:53:48,0.31%,1103.87,2322856
monitoring,2025-05-10T12:54:05,796.30%,3335.17,2322856
monitoring,2025-05-10T12:54:22,0.51%,1104.9,2322856
monitoring,2025-05-10T12:54:38,248.72%,1261.57,2322856
monitoring,2025-05-10T12:54:55,2.41%,1104.9,2322856
monitoring,2025-05-10T12:55:11,333.68%,1288.19,2322856
monitoring,2025-05-10T12:55:28,625.31%,2870.27,2322856
monitoring,2025-05-10T12:55:44,0.45%,1101.82,2322856
monitoring,2025-05-10T12:56:01,415.18%,1906.69,2322856
monitoring,2025-05-10T12:56:17,0.50%,1101.82,2322856
monitoring,2025-05-10T12:56:34,215.37%,1181.7,2322856
monitoring,2025-05-10T12:56:51,0.47%,1101.82,2322856
monitoring,2025-05-10T12:57:07,563.19%,2594.82,2322856
monitoring,2025-05-10T12:57:24,183.64%,1353.73,2322856
monitoring,2025-05-10T12:57:40,310.58%,1275.9,2322856
monitoring,2025-05-10T12:57:57,2.70%,1101.82,2322856
monitoring,2025-05-10T12:58:13,0.40%,1101.82,2322856
monitoring,2025-05-10T12:58:30,553.99%,1159.17,2322856
monitoring,2025-05-10T12:58:46,0.38%,1101.82,2322856
monitoring,2025-05-10T12:59:03,795.28%,2461.7,2322856
monitoring,2025-05-10T12:59:20,0.46%,1101.82,2322856
monitoring,2025-05-10T12:59:36,1.67%,1101.82,2322856
monitoring,2025-05-10T12:59:53,0.51%,1101.82,2322856
monitoring,2025-05-10T13:00:09,564.47%,1460.22,2322856
monitoring,2025-05-10T13:00:26,777.09%,2259.97,2322856
monitoring,2025-05-10T13:00:42,30.62%,1119.23,2322856
monitoring,2025-05-10T13:00:59,24.76%,1101.82,2322856
monitoring,2025-05-10T13:01:16,2.63%,1101.82,2322856
monitoring,2025-05-10T13:01:32,219.97%,1171.46,2322856
monitoring,2025-05-10T13:01:49,0.53%,1101.82,2322856
monitoring,2025-05-10T13:02:05,784.68%,3512.32,2322856
monitoring,2025-05-10T13:02:22,0.41%,1101.82,2322856
monitoring,2025-05-10T13:02:38,224.11%,1267.71,2322856
monitoring,2025-05-10T13:02:55,302.63%,1206.27,2322856
monitoring,2025-05-10T13:03:11,778.42%,2521.09,2322856
monitoring,2025-05-10T13:03:28,744.24%,3226.62,2322856
monitoring,2025-05-10T13:03:44,306.86%,1316.86,2322856
monitoring,2025-05-10T13:04:01,607.33%,2185.22,2322856
monitoring,2025-05-10T13:04:18,1.92%,1101.82,2322856
monitoring,2025-05-10T13:04:34,231.45%,1168.38,2322856
monitoring,2025-05-10T13:04:51,51.27%,1101.82,2322856
monitoring,2025-05-10T13:05:07,528.14%,4103.17,2322856
monitoring,2025-05-10T13:05:24,339.03%,1492.99,2322856
monitoring,2025-05-10T13:05:40,370.55%,1318.91,2322856
monitoring,2025-05-10T13:05:57,105.44%,1169.41,2322856
monitoring,2025-05-10T13:06:13,100.60%,1184.77,2322856
monitoring,2025-05-10T13:06:30,633.24%,1249.28,2322856
monitoring,2025-05-10T13:06:47,2.67%,1101.82,2322856
monitoring,2025-05-10T13:07:03,797.48%,2556.93,2322856
monitoring,2025-05-10T13:07:20,1.48%,1103.87,2322856
monitoring,2025-05-10T13:07:36,0.46%,1101.82,2322856
monitoring,2025-05-10T13:07:53,0.51%,1101.82,2322856
monitoring,2025-05-10T13:08:09,528.20%,1469.44,2322856
monitoring,2025-05-10T13:08:26,796.04%,2384.9,2322856
monitoring,2025-05-10T13:08:43,1.48%,1104.9,2322856
monitoring,2025-05-10T13:08:59,0.47%,1101.82,2322856
monitoring,2025-05-10T13:09:16,2.32%,1101.82,2322856
monitoring,2025-05-10T13:09:32,197.47%,1213.44,2322856
monitoring,2025-05-10T13:09:49,43.66%,1101.82,2322856
monitoring,2025-05-10T13:10:05,769.19%,3513.34,2322856
monitoring,2025-05-10T13:10:22,2.83%,1101.82,2322856
monitoring,2025-05-10T13:10:38,253.87%,1121.28,2322856
monitoring,2025-05-10T13:10:55,2.59%,1101.82,2322856
monitoring,2025-05-10T13:11:12,383.34%,1102.85,2322856
monitoring,2025-05-10T13:11:28,556.36%,2565.12,2322856
monitoring,2025-05-10T13:11:45,0.49%,1101.82,2322856
monitoring,2025-05-10T13:12:01,688.10%,1808.38,2322856
monitoring,2025-05-10T13:12:18,137.48%,1261.57,2322856
monitoring,2025-05-10T13:12:34,186.09%,1190.91,2322856
monitoring,2025-05-10T13:12:51,2.28%,1101.82,2322856
monitoring,2025-05-10T13:13:07,605.11%,1278.98,2322856
monitoring,2025-05-10T13:13:24,418.95%,1580.03,2322856
monitoring,2025-05-10T13:13:41,244.53%,1108.99,2322856
monitoring,2025-05-10T13:13:57,5.33%,1102.85,2322856
monitoring,2025-05-10T13:14:14,2.20%,1101.82,2322856
monitoring,2025-05-10T13:14:30,550.98%,1207.3,2322856
monitoring,2025-05-10T13:14:47,0.50%,1101.82,2322856
monitoring,2025-05-10T13:15:03,798.55%,2646.02,2322856
monitoring,2025-05-10T13:15:20,2.99%,1101.82,2322856
monitoring,2025-05-10T13:15:37,0.53%,1101.82,2322856
monitoring,2025-05-10T13:15:53,2.47%,1101.82,2322856
monitoring,2025-05-10T13:16:10,539.34%,1121.28,2322856
monitoring,2025-05-10T13:16:26,787.83%,2407.42,2322856
monitoring,2025-05-10T13:16:43,0.38%,1101.82,2322856
monitoring,2025-05-10T13:16:59,0.47%,1101.82,2322856
monitoring,2025-05-10T13:17:16,3.10%,1101.82,2322856
monitoring,2025-05-10T13:17:32,181.91%,1223.68,2322856
monitoring,2025-05-10T13:17:49,0.49%,1101.82,2322856
monitoring,2025-05-10T13:18:05,724.22%,3592.19,2322856
monitoring,2025-05-10T13:18:22,1.59%,1101.82,2322856
monitoring,2025-05-10T13:18:39,301.68%,1135.62,2322856
monitoring,2025-05-10T13:18:55,1.73%,1101.82,2322856
monitoring,2025-05-10T13:19:12,338.48%,1102.85,2322856
monitoring,2025-05-10T13:19:28,597.54%,2351.1,2322856
monitoring,2025-05-10T13:19:45,0.55%,1101.82,2322856
monitoring,2025-05-10T13:20:01,697.69%,1963.01,2322856
monitoring,2025-05-10T13:20:18,239.07%,1273.86,2322856
monitoring,2025-05-10T13:20:35,173.98%,1191.94,2322856
monitoring,2025-05-10T13:20:51,0.49%,1101.82,2322856
monitoring,2025-05-10T13:21:08,571.01%,1208.32,2322856
monitoring,2025-05-10T13:21:24,566.08%,1710.08,2322856
monitoring,2025-05-10T13:21:41,188.99%,1128.45,2322856
monitoring,2025-05-10T13:21:57,6.13%,1101.82,2322856
monitoring,2025-05-10T13:22:14,0.56%,1101.82,2322856
monitoring,2025-05-10T13:22:30,293.84%,1218.56,2322856
monitoring,2025-05-10T13:22:47,39.52%,1108.99,2322856
monitoring,2025-05-10T13:23:04,796.69%,2667.52,2322856
monitoring,2025-05-10T13:23:20,0.49%,1101.82,2322856
monitoring,2025-05-10T13:23:37,1.33%,1102.85,2322856
monitoring,2025-05-10T13:23:53,0.41%,1101.82,2322856
monitoring,2025-05-10T13:24:10,526.99%,1132.54,2322856
monitoring,2025-05-10T13:24:26,787.76%,2410.5,2322856
monitoring,2025-05-10T13:24:43,0.43%,1101.82,2322856
monitoring,2025-05-10T13:24:59,27.48%,1102.85,2322856
monitoring,2025-05-10T13:25:16,5.56%,1102.85,2322856
monitoring,2025-05-10T13:25:32,167.90%,1102.85,2322856
monitoring,2025-05-10T13:25:49,0.53%,1101.82,2322856
monitoring,2025-05-10T13:26:06,733.45%,3680.26,2322856
monitoring,2025-05-10T13:26:22,0.49%,1101.82,2322856
monitoring,2025-05-10T13:26:39,258.90%,1125.38,2322856
monitoring,2025-05-10T13:26:55,0.48%,1102.85,2322856
monitoring,2025-05-10T13:27:12,319.54%,1101.82,2322856
monitoring,2025-05-10T13:27:28,558.60%,2607.1,2322856
monitoring,2025-05-10T13:27:45,47.70%,1102.85,2322856
monitoring,2025-05-10T13:28:01,689.71%,1827.84,2322856
monitoring,2025-05-10T13:28:18,233.27%,1282.05,2322856
monitoring,2025-05-10T13:28:35,154.85%,1102.85,2322856
monitoring,2025-05-10T13:28:51,0.48%,1101.82,2322856
