checkmk,timestamp,cpu_usage(in %),memory_usage,disk_usage(in KB)
monitoring,2025-05-10T06:31:41,189.92%,1126.4,2322856
monitoring,2025-05-10T06:31:57,0.49%,1098.75,2322856
monitoring,2025-05-10T06:32:14,4.45%,1099.78,2322856
monitoring,2025-05-10T06:32:31,378.12%,1187.84,2322856
monitoring,2025-05-10T06:32:47,0.49%,1098.75,2322856
monitoring,2025-05-10T06:33:04,798.72%,2698.24,2322856
monitoring,2025-05-10T06:33:20,0.54%,1098.75,2322856
monitoring,2025-05-10T06:33:37,8.75%,1108.99,2322856
monitoring,2025-05-10T06:33:53,2.16%,1098.75,2322856
monitoring,2025-05-10T06:34:10,475.91%,1153.02,2322856
monitoring,2025-05-10T06:34:26,778.05%,2453.5,2322856
monitoring,2025-05-10T06:34:43,2.20%,1098.75,2322856
monitoring,2025-05-10T06:35:00,0.41%,1098.75,2322856
monitoring,2025-05-10T06:35:16,37.22%,1099.78,2322856
monitoring,2025-05-10T06:35:33,179.31%,1140.74,2322856
monitoring,2025-05-10T06:35:49,0.50%,1099.78,2322856
monitoring,2025-05-10T06:36:06,644.05%,3412.99,2322856
monitoring,2025-05-10T06:36:22,2.77%,1098.75,2322856
monitoring,2025-05-10T06:36:39,298.37%,1229.82,2322856
monitoring,2025-05-10T06:36:55,3.02%,1098.75,2322856
monitoring,2025-05-10T06:37:12,244.21%,1098.75,2322856
monitoring,2025-05-10T06:37:29,595.06%,2330.62,2322856
monitoring,2025-05-10T06:37:45,3.40%,1098.75,2322856
monitoring,2025-05-10T06:38:02,797.22%,2169.86,2322856
monitoring,2025-05-10T06:38:18,453.81%,1366.02,2322856
monitoring,2025-05-10T06:38:35,159.48%,1105.92,2322856
monitoring,2025-05-10T06:38:51,3.90%,1098.75,2322856
monitoring,2025-05-10T06:39:08,703.32%,1339.39,2322856
monitoring,2025-05-10T06:39:25,725.05%,1805.31,2322856
monitoring,2025-05-10T06:39:41,128.73%,1141.76,2322856
monitoring,2025-05-10T06:39:58,2.28%,1098.75,2322856
monitoring,2025-05-10T06:40:14,0.48%,1098.75,2322856
monitoring,2025-05-10T06:40:31,504.91%,1256.45,2322856
monitoring,2025-05-10T06:40:47,2.00%,1098.75,2322856
monitoring,2025-05-10T06:41:04,797.31%,2766.85,2322856
monitoring,2025-05-10T06:41:20,0.58%,1098.75,2322856
monitoring,2025-05-10T06:41:37,36.59%,1126.4,2322856
monitoring,2025-05-10T06:41:54,1.91%,1099.78,2322856
monitoring,2025-05-10T06:42:10,340.51%,1170.43,2322856
monitoring,2025-05-10T06:42:27,787.47%,2544.64,2322856
monitoring,2025-05-10T06:42:43,0.48%,1098.75,2322856
monitoring,2025-05-10T06:43:00,2.24%,1099.78,2322856
monitoring,2025-05-10T06:43:16,0.49%,1099.78,2322856
monitoring,2025-05-10T06:43:33,290.31%,1206.27,2322856
monitoring,2025-05-10T06:43:49,3.35%,1098.75,2322856
monitoring,2025-05-10T06:44:06,646.60%,3674.11,2322856
monitoring,2025-05-10T06:44:23,0.51%,1098.75,2322856
monitoring,2025-05-10T06:44:39,362.02%,1300.48,2322856
monitoring,2025-05-10T06:44:56,2.91%,1099.78,2322856
monitoring,2025-05-10T06:45:12,159.12%,1098.75,2322856
monitoring,2025-05-10T06:45:29,624.39%,2144.26,2322856
monitoring,2025-05-10T06:45:45,0.50%,1099.78,2322856
monitoring,2025-05-10T06:46:02,800.91%,2129.92,2322856
monitoring,2025-05-10T06:46:18,481.99%,1368.06,2322856
monitoring,2025-05-10T06:46:35,84.73%,1099.78,2322856
monitoring,2025-05-10T06:46:52,20.78%,1099.78,2322856
monitoring,2025-05-10T06:47:08,471.31%,1160.19,2322856
monitoring,2025-05-10T06:47:25,796.71%,1959.94,2322856
monitoring,2025-05-10T06:47:41,192.43%,1136.64,2322856
monitoring,2025-05-10T06:47:58,1.64%,1099.78,2322856
monitoring,2025-05-10T06:48:14,0.40%,1098.75,2322856
monitoring,2025-05-10T06:48:31,378.01%,1204.22,2322856
monitoring,2025-05-10T06:48:47,0.69%,1098.75,2322856
monitoring,2025-05-10T06:49:04,791.94%,2807.81,2322856
monitoring,2025-05-10T06:49:21,0.59%,1099.78,2322856
monitoring,2025-05-10T06:49:37,50.15%,1133.57,2322856
monitoring,2025-05-10T06:49:54,0.46%,1099.78,2322856
monitoring,2025-05-10T06:50:10,380.71%,1177.6,2322856
monitoring,2025-05-10T06:50:27,778.45%,2494.46,2322856
monitoring,2025-05-10T06:50:43,0.38%,1099.78,2322856
monitoring,2025-05-10T06:51:00,2.47%,1099.78,2322856
monitoring,2025-05-10T06:51:16,0.58%,1098.75,2322856
monitoring,2025-05-10T06:51:33,307.56%,1227.78,2322856
monitoring,2025-05-10T06:51:50,4.36%,1099.78,2322856
monitoring,2025-05-10T06:52:06,679.57%,3300.35,2322856
monitoring,2025-05-10T06:52:23,0.47%,1099.78,2322856
monitoring,2025-05-10T06:52:39,394.23%,1384.45,2322856
monitoring,2025-05-10T06:52:56,0.47%,1099.78,2322856
monitoring,2025-05-10T06:53:12,60.14%,1099.78,2322856
monitoring,2025-05-10T06:53:29,683.26%,1550.34,2322856
monitoring,2025-05-10T06:53:45,0.57%,1099.78,2322856
monitoring,2025-05-10T06:54:02,798.34%,2269.18,2322856
monitoring,2025-05-10T06:54:19,498.31%,1099.78,2322856
monitoring,2025-05-10T06:54:35,77.60%,1099.78,2322856
monitoring,2025-05-10T06:54:52,8.79%,1101.82,2322856
monitoring,2025-05-10T06:55:08,626.68%,1183.74,2322856
monitoring,2025-05-10T06:55:25,795.15%,1976.32,2322856
monitoring,2025-05-10T06:55:41,117.53%,1140.74,2322856
monitoring,2025-05-10T06:55:58,0.43%,1097.73,2322856
monitoring,2025-05-10T06:56:14,13.52%,1096.7,2322856
monitoring,2025-05-10T06:56:31,302.54%,1203.2,2322856
monitoring,2025-05-10T06:56:48,2.27%,1097.73,2322856
monitoring,2025-05-10T06:57:04,792.15%,2813.95,2322856
monitoring,2025-05-10T06:57:21,0.47%,1096.7,2322856
monitoring,2025-05-10T06:57:37,65.07%,1136.64,2322856
monitoring,2025-05-10T06:57:54,0.51%,1096.7,2322856
monitoring,2025-05-10T06:58:10,224.59%,1186.82,2322856
monitoring,2025-05-10T06:58:27,756.16%,2626.56,2322856
monitoring,2025-05-10T06:58:43,2.37%,1096.7,2322856
monitoring,2025-05-10T06:59:00,100.03%,1097.73,2322856
monitoring,2025-05-10T06:59:17,2.19%,1096.7,2322856
monitoring,2025-05-10T06:59:33,270.55%,1236.99,2322856
monitoring,2025-05-10T06:59:50,2.38%,1096.7,2322856
monitoring,2025-05-10T07:00:06,629.92%,3475.46,2322856
monitoring,2025-05-10T07:00:23,28.38%,1103.87,2322856
monitoring,2025-05-10T07:00:39,409.18%,1337.34,2322856
monitoring,2025-05-10T07:00:56,0.47%,1096.7,2322856
monitoring,2025-05-10T07:01:12,50.65%,1096.7,2322856
monitoring,2025-05-10T07:01:29,644.51%,1935.36,2322856
monitoring,2025-05-10T07:01:46,2.74%,1097.73,2322856
monitoring,2025-05-10T07:02:02,799.13%,2393.09,2322856
monitoring,2025-05-10T07:02:19,528.67%,1186.82,2322856
monitoring,2025-05-10T07:02:35,69.10%,1097.73,2322856
monitoring,2025-05-10T07:02:52,225.70%,1245.18,2322856
monitoring,2025-05-10T07:03:08,612.46%,3386.37,2322856
monitoring,2025-05-10T07:03:25,785.67%,2129.92,2322856
monitoring,2025-05-10T07:03:41,712.73%,1470.46,2322856
monitoring,2025-05-10T07:03:58,312.95%,1274.88,2322856
monitoring,2025-05-10T07:04:15,21.24%,1097.73,2322856
monitoring,2025-05-10T07:04:31,702.87%,1930.24,2322856
monitoring,2025-05-10T07:04:48,2.41%,1097.73,2322856
monitoring,2025-05-10T07:05:04,797.03%,3060.74,2322856
monitoring,2025-05-10T07:05:21,170.90%,1156.1,2322856
monitoring,2025-05-10T07:05:37,249.75%,1187.84,2322856
monitoring,2025-05-10T07:05:54,106.05%,1120.26,2322856
monitoring,2025-05-10T07:06:10,348.34%,1233.92,2322856
monitoring,2025-05-10T07:06:27,737.75%,2681.86,2322856
monitoring,2025-05-10T07:06:44,0.35%,1096.7,2322856
monitoring,2025-05-10T07:07:00,110.70%,1097.73,2322856
monitoring,2025-05-10T07:07:17,1.96%,1097.73,2322856
monitoring,2025-05-10T07:07:33,283.23%,1255.42,2322856
monitoring,2025-05-10T07:07:50,2.48%,1097.73,2322856
monitoring,2025-05-10T07:08:06,522.21%,3615.74,2322856
monitoring,2025-05-10T07:08:23,3.46%,1097.73,2322856
monitoring,2025-05-10T07:08:39,405.05%,1320.96,2322856
monitoring,2025-05-10T07:08:56,0.55%,1097.73,2322856
monitoring,2025-05-10T07:09:13,5.70%,1097.73,2322856
monitoring,2025-05-10T07:09:29,674.45%,1543.17,2322856
monitoring,2025-05-10T07:09:46,6.87%,1103.87,2322856
monitoring,2025-05-10T07:10:02,801.52%,2272.26,2322856
monitoring,2025-05-10T07:10:19,456.25%,1097.73,2322856
monitoring,2025-05-10T07:10:35,21.62%,1097.73,2322856
monitoring,2025-05-10T07:10:52,4.41%,1097.73,2322856
monitoring,2025-05-10T07:11:08,493.41%,1212.42,2322856
monitoring,2025-05-10T07:11:25,780.25%,2010.11,2322856
monitoring,2025-05-10T07:11:42,81.27%,1097.73,2322856
monitoring,2025-05-10T07:11:58,0.61%,1097.73,2322856
monitoring,2025-05-10T07:12:15,0.42%,1097.73,2322856
monitoring,2025-05-10T07:12:31,297.82%,1266.69,2322856
monitoring,2025-05-10T07:12:48,0.46%,1097.73,2322856
monitoring,2025-05-10T07:13:04,797.14%,2859.01,2322856
monitoring,2025-05-10T07:13:21,1.66%,1097.73,2322856
monitoring,2025-05-10T07:13:37,81.72%,1141.76,2322856
monitoring,2025-05-10T07:13:54,57.07%,1097.73,2322856
monitoring,2025-05-10T07:14:11,215.43%,1186.82,2322856
monitoring,2025-05-10T07:14:27,750.74%,2816,2322856
monitoring,2025-05-10T07:14:44,0.55%,1097.73,2322856
monitoring,2025-05-10T07:15:00,13.92%,1111.04,2322856
monitoring,2025-05-10T07:15:17,0.40%,1097.73,2322856
monitoring,2025-05-10T07:15:33,293.83%,1265.66,2322856
monitoring,2025-05-10T07:15:50,0.49%,1097.73,2322856
monitoring,2025-05-10T07:16:06,488.81%,3478.53,2322856
monitoring,2025-05-10T07:16:23,2.48%,1097.73,2322856
monitoring,2025-05-10T07:16:40,404.87%,1321.98,2322856
monitoring,2025-05-10T07:16:56,0.45%,1097.73,2322856
monitoring,2025-05-10T07:17:13,0.47%,1097.73,2322856
monitoring,2025-05-10T07:17:29,695.30%,1638.4,2322856
monitoring,2025-05-10T07:17:46,0.46%,1097.73,2322856
monitoring,2025-05-10T07:18:02,797.98%,2353.15,2322856
monitoring,2025-05-10T07:18:19,319.57%,1097.73,2322856
monitoring,2025-05-10T07:18:35,33.25%,1097.73,2322856
monitoring,2025-05-10T07:18:52,0.54%,1097.73,2322856
monitoring,2025-05-10T07:19:09,276.02%,1186.82,2322856
monitoring,2025-05-10T07:19:25,777.17%,2036.74,2322856
monitoring,2025-05-10T07:19:42,81.18%,1097.73,2322856
monitoring,2025-05-10T07:19:58,0.59%,1097.73,2322856
monitoring,2025-05-10T07:20:15,0.36%,1097.73,2322856
monitoring,2025-05-10T07:20:31,352.01%,1254.4,2322856
monitoring,2025-05-10T07:20:48,0.47%,1097.73,2322856
monitoring,2025-05-10T07:21:04,797.30%,2929.66,2322856
monitoring,2025-05-10T07:21:21,0.46%,1097.73,2322856
monitoring,2025-05-10T07:21:38,83.70%,1097.73,2322856
monitoring,2025-05-10T07:21:54,0.42%,1097.73,2322856
monitoring,2025-05-10T07:22:11,280.27%,1179.65,2322856
monitoring,2025-05-10T07:22:27,736.61%,2791.42,2322856
monitoring,2025-05-10T07:22:44,0.53%,1097.73,2322856
monitoring,2025-05-10T07:23:00,63.51%,1443.84,2322856
monitoring,2025-05-10T07:23:17,0.44%,1097.73,2322856
monitoring,2025-05-10T07:23:33,316.79%,1275.9,2322856
monitoring,2025-05-10T07:23:50,0.45%,1097.73,2322856
monitoring,2025-05-10T07:24:07,451.60%,3456,2322856
monitoring,2025-05-10T07:24:23,0.51%,1097.73,2322856
monitoring,2025-05-10T07:24:40,397.28%,1140.74,2322856
monitoring,2025-05-10T07:24:56,0.43%,1097.73,2322856
monitoring,2025-05-10T07:25:13,0.50%,1097.73,2322856
monitoring,2025-05-10T07:25:29,746.01%,1625.09,2322856
monitoring,2025-05-10T07:25:46,0.51%,1097.73,2322856
monitoring,2025-05-10T07:26:02,796.82%,2509.82,2322856
monitoring,2025-05-10T07:26:19,242.51%,1097.73,2322856
monitoring,2025-05-10T07:26:36,20.11%,1097.73,2322856
monitoring,2025-05-10T07:26:52,13.94%,1111.04,2322856
monitoring,2025-05-10T07:27:09,327.86%,1217.54,2322856
monitoring,2025-05-10T07:27:25,778.97%,2073.6,2322856
monitoring,2025-05-10T07:27:42,75.98%,1097.73,2322856
monitoring,2025-05-10T07:27:58,0.53%,1097.73,2322856
monitoring,2025-05-10T07:28:15,0.49%,1097.73,2322856
monitoring,2025-05-10T07:28:31,328.33%,1275.9,2322856
monitoring,2025-05-10T07:28:48,3.13%,1097.73,2322856
monitoring,2025-05-10T07:29:05,769.39%,2953.22,2322856
monitoring,2025-05-10T07:29:21,0.54%,1097.73,2322856
monitoring,2025-05-10T07:29:38,99.53%,1132.54,2322856
monitoring,2025-05-10T07:29:54,0.52%,1097.73,2322856
monitoring,2025-05-10T07:30:11,236.69%,1233.92,2322856
monitoring,2025-05-10T07:30:27,689.34%,2766.85,2322856
monitoring,2025-05-10T07:30:44,0.53%,1097.73,2322856
monitoring,2025-05-10T07:31:00,103.67%,1098.75,2322856
monitoring,2025-05-10T07:31:17,0.59%,1097.73,2322856
monitoring,2025-05-10T07:31:34,352.00%,1276.93,2322864
monitoring,2025-05-10T07:31:50,2.37%,1097.73,2322856
monitoring,2025-05-10T07:32:07,536.59%,3390.46,2322856
monitoring,2025-05-10T07:32:23,0.57%,1097.73,2322856
monitoring,2025-05-10T07:32:40,385.02%,1176.58,2322856
monitoring,2025-05-10T07:32:56,0.39%,1097.73,2322856
monitoring,2025-05-10T07:33:13,43.10%,1098.75,2322856
monitoring,2025-05-10T07:33:29,711.10%,1537.02,2322856
monitoring,2025-05-10T07:33:46,0.48%,1097.73,2322856
monitoring,2025-05-10T07:34:03,797.51%,2372.61,2322856
monitoring,2025-05-10T07:34:19,191.69%,1097.73,2322856
monitoring,2025-05-10T07:34:36,0.52%,1097.73,2322856
monitoring,2025-05-10T07:34:52,2.24%,1098.75,2322856
monitoring,2025-05-10T07:35:09,425.98%,1284.1,2322856
monitoring,2025-05-10T07:35:25,778.87%,2091.01,2322856
monitoring,2025-05-10T07:35:42,39.72%,1097.73,2322856
monitoring,2025-05-10T07:35:59,0.51%,1097.73,2322856
monitoring,2025-05-10T07:36:15,9.63%,1097.73,2322856
monitoring,2025-05-10T07:36:32,309.57%,1123.33,2322856
monitoring,2025-05-10T07:36:48,1.41%,1097.73,2322856
monitoring,2025-05-10T07:37:05,787.39%,3018.75,2322856
monitoring,2025-05-10T07:37:21,1.89%,1097.73,2322856
monitoring,2025-05-10T07:37:38,118.93%,1161.22,2322856
monitoring,2025-05-10T07:37:54,1.54%,1097.73,2322856
monitoring,2025-05-10T07:38:11,285.60%,1240.06,2322856
monitoring,2025-05-10T07:38:28,663.15%,2816,2322856
monitoring,2025-05-10T07:38:44,10.56%,1098.75,2322856
monitoring,2025-05-10T07:39:01,73.44%,1477.63,2322856
monitoring,2025-05-10T07:39:17,0.48%,1098.75,2322856
monitoring,2025-05-10T07:39:34,330.15%,1108.99,2322856
monitoring,2025-05-10T07:39:50,2.07%,1097.73,2322856
monitoring,2025-05-10T07:40:07,551.10%,3182.59,2322856
monitoring,2025-05-10T07:40:23,53.27%,1098.75,2322856
monitoring,2025-05-10T07:40:40,344.47%,1183.74,2322856
monitoring,2025-05-10T07:40:56,4.11%,1098.75,2322856
monitoring,2025-05-10T07:41:13,0.49%,1098.75,2322856
monitoring,2025-05-10T07:41:30,723.14%,1645.57,2322856
monitoring,2025-05-10T07:41:46,39.89%,1097.73,2322856
monitoring,2025-05-10T07:42:03,798.17%,2398.21,2322856
monitoring,2025-05-10T07:42:19,65.94%,1098.75,2322856
monitoring,2025-05-10T07:42:36,0.49%,1098.75,2322856
monitoring,2025-05-10T07:42:52,2.33%,1097.73,2322856
monitoring,2025-05-10T07:43:09,330.22%,1286.14,2322856
monitoring,2025-05-10T07:43:25,778.66%,2132.99,2322856
monitoring,2025-05-10T07:43:42,32.97%,1098.75,2322856
monitoring,2025-05-10T07:43:59,4.83%,1098.75,2322856
monitoring,2025-05-10T07:44:15,0.46%,1098.75,2322856
monitoring,2025-05-10T07:44:32,326.85%,1145.86,2322856
monitoring,2025-05-10T07:44:48,112.32%,1098.75,2322856
monitoring,2025-05-10T07:45:05,776.22%,3072,2322856
monitoring,2025-05-10T07:45:21,0.48%,1098.75,2322856
monitoring,2025-05-10T07:45:38,162.14%,1187.84,2322856
monitoring,2025-05-10T07:45:54,2.78%,1098.75,2322856
monitoring,2025-05-10T07:46:11,302.77%,1260.54,2322856
monitoring,2025-05-10T07:46:28,651.41%,2753.54,2322856
monitoring,2025-05-10T07:46:44,0.53%,1098.75,2322856
monitoring,2025-05-10T07:47:01,241.19%,1355.78,2322856
monitoring,2025-05-10T07:47:17,0.48%,1098.75,2322856
monitoring,2025-05-10T07:47:34,272.72%,1150.98,2322856
monitoring,2025-05-10T07:47:50,78.47%,1098.75,2322856
monitoring,2025-05-10T07:48:07,524.18%,3319.81,2322856
monitoring,2025-05-10T07:48:23,0.50%,1098.75,2322856
monitoring,2025-05-10T07:48:40,334.63%,1196.03,2322856
monitoring,2025-05-10T07:48:57,9.48%,1104.9,2322856
monitoring,2025-05-10T07:49:13,0.50%,1098.75,2322856
monitoring,2025-05-10T07:49:30,711.19%,1569.79,2322856
monitoring,2025-05-10T07:49:46,7.61%,1098.75,2322856
monitoring,2025-05-10T07:50:03,799.31%,2546.69,2322856
monitoring,2025-05-10T07:50:19,164.08%,1098.75,2322856
monitoring,2025-05-10T07:50:36,0.62%,1098.75,2322856
monitoring,2025-05-10T07:50:52,77.35%,1125.38,2322856
monitoring,2025-05-10T07:51:09,412.13%,1331.2,2322856
monitoring,2025-05-10T07:51:26,777.82%,2186.24,2322856
monitoring,2025-05-10T07:51:42,15.22%,1098.75,2322856
monitoring,2025-05-10T07:51:59,2.27%,1098.75,2322856
monitoring,2025-05-10T07:52:15,0.45%,1098.75,2322856
monitoring,2025-05-10T07:52:32,341.50%,1111.04,2322856
monitoring,2025-05-10T07:52:48,0.49%,1098.75,2322856
monitoring,2025-05-10T07:53:05,796.61%,3064.83,2322856
monitoring,2025-05-10T07:53:21,0.52%,1098.75,2322856
monitoring,2025-05-10T07:53:38,219.90%,1190.91,2322856
monitoring,2025-05-10T07:53:55,52.69%,1145.86,2322856
monitoring,2025-05-10T07:54:11,316.10%,1270.78,2322856
monitoring,2025-05-10T07:54:28,642.57%,2835.46,2322856
monitoring,2025-05-10T07:54:44,2.41%,1098.75,2322856
monitoring,2025-05-10T07:55:01,336.47%,1435.65,2322856
monitoring,2025-05-10T07:55:17,0.47%,1098.75,2322856
monitoring,2025-05-10T07:55:34,250.40%,1162.24,2322856
monitoring,2025-05-10T07:55:50,0.50%,1098.75,2322856
monitoring,2025-05-10T07:56:07,447.85%,3551.23,2322856
monitoring,2025-05-10T07:56:24,0.51%,1098.75,2322856
monitoring,2025-05-10T07:56:40,282.33%,1267.71,2322856
monitoring,2025-05-10T07:56:57,28.99%,1124.35,2322856
monitoring,2025-05-10T07:57:13,1.76%,1098.75,2322856
monitoring,2025-05-10T07:57:30,590.39%,1340.42,2322856
monitoring,2025-05-10T07:57:46,50.79%,1098.75,2322856
monitoring,2025-05-10T07:58:03,798.77%,2449.41,2322856
monitoring,2025-05-10T07:58:19,2.74%,1098.75,2322856
monitoring,2025-05-10T07:58:36,0.52%,1098.75,2322856
monitoring,2025-05-10T07:58:53,0.41%,1098.75,2322856
monitoring,2025-05-10T07:59:09,497.25%,1362.94,2322856
monitoring,2025-05-10T07:59:26,777.47%,2235.39,2322856
monitoring,2025-05-10T07:59:42,25.86%,1098.75,2322856
monitoring,2025-05-10T07:59:59,5.75%,1104.9,2322856
monitoring,2025-05-10T08:00:15,3.61%,1098.75,2322856
monitoring,2025-05-10T08:00:32,286.89%,1150.98,2322856
monitoring,2025-05-10T08:00:48,0.39%,1098.75,2322856
monitoring,2025-05-10T08:01:05,758.94%,3151.87,2322856
monitoring,2025-05-10T08:01:22,0.55%,1098.75,2322856
monitoring,2025-05-10T08:01:38,214.99%,1228.8,2322856
monitoring,2025-05-10T08:01:55,0.48%,1098.75,2322856
monitoring,2025-05-10T08:02:11,385.43%,1359.87,2322856
monitoring,2025-05-10T08:02:28,575.97%,2777.09,2322856
monitoring,2025-05-10T08:02:44,48.21%,1098.75,2322856
monitoring,2025-05-10T08:03:01,382.40%,1542.14,2322856
monitoring,2025-05-10T08:03:18,2.85%,1098.75,2322856
monitoring,2025-05-10T08:03:34,260.52%,1161.22,2322856
monitoring,2025-05-10T08:03:51,0.55%,1098.75,2322856
monitoring,2025-05-10T08:04:07,634.96%,2179.07,2322856
monitoring,2025-05-10T08:04:24,16.87%,1155.07,2322856
monitoring,2025-05-10T08:04:40,278.79%,1232.9,2322856
monitoring,2025-05-10T08:04:57,0.57%,1098.75,2322856
monitoring,2025-05-10T08:05:13,3.20%,1098.75,2322856
monitoring,2025-05-10T08:05:30,706.20%,1547.26,2322856
monitoring,2025-05-10T08:05:46,3.98%,1098.75,2322856
monitoring,2025-05-10T08:06:03,799.74%,2453.5,2322856
monitoring,2025-05-10T08:06:20,2.85%,1099.78,2322856
monitoring,2025-05-10T08:06:36,0.47%,1098.75,2322856
monitoring,2025-05-10T08:06:53,0.38%,1098.75,2322856
monitoring,2025-05-10T08:07:09,537.30%,1386.5,2322856
monitoring,2025-05-10T08:07:26,768.86%,2270.21,2322856
monitoring,2025-05-10T08:07:42,50.31%,1098.75,2322856
monitoring,2025-05-10T08:07:59,0.49%,1098.75,2322856
monitoring,2025-05-10T08:08:15,1.91%,1098.75,2322856
monitoring,2025-05-10T08:08:32,234.55%,1166.34,2322856
monitoring,2025-05-10T08:08:49,32.52%,1099.78,2322856
monitoring,2025-05-10T08:09:05,787.23%,3232.77,2322856
monitoring,2025-05-10T08:09:22,0.46%,1098.75,2322856
monitoring,2025-05-10T08:09:38,227.10%,1248.26,2322856
monitoring,2025-05-10T08:09:55,0.58%,1098.75,2322856
monitoring,2025-05-10T08:10:11,368.40%,1372.16,2322856
monitoring,2025-05-10T08:10:28,585.79%,2752.51,2322856
monitoring,2025-05-10T08:10:44,0.51%,1098.75,2322856
monitoring,2025-05-10T08:11:01,274.98%,1478.66,2322856
monitoring,2025-05-10T08:11:18,36.21%,1149.95,2322856
monitoring,2025-05-10T08:11:34,246.43%,1168.38,2322856
monitoring,2025-05-10T08:11:51,46.72%,1099.78,2322856
monitoring,2025-05-10T08:12:07,558.30%,2569.22,2322856
monitoring,2025-05-10T08:12:24,214.10%,1396.74,2322856
monitoring,2025-05-10T08:12:40,268.80%,1247.23,2322856
monitoring,2025-05-10T08:12:57,3.04%,1098.75,2322856
monitoring,2025-05-10T08:13:13,0.52%,1098.75,2322856
monitoring,2025-05-10T08:13:30,667.30%,1283.07,2322856
monitoring,2025-05-10T08:13:47,0.50%,1098.75,2322856
monitoring,2025-05-10T08:14:03,797.29%,2636.8,2322856
monitoring,2025-05-10T08:14:20,2.36%,1099.78,2322856
monitoring,2025-05-10T08:14:36,0.44%,1098.75,2322856
monitoring,2025-05-10T08:14:53,0.50%,1099.78,2322856
monitoring,2025-05-10T08:15:09,565.12%,1394.69,2322856
monitoring,2025-05-10T08:15:26,780.29%,2349.06,2322856
monitoring,2025-05-10T08:15:42,9.13%,1098.75,2322856
monitoring,2025-05-10T08:15:59,1.94%,1098.75,2322856
monitoring,2025-05-10T08:16:16,14.38%,1099.78,2322856
monitoring,2025-05-10T08:16:32,197.71%,1184.77,2322856
monitoring,2025-05-10T08:16:49,0.42%,1099.78,2322856
monitoring,2025-05-10T08:17:05,796.75%,3359.74,2322856
monitoring,2025-05-10T08:17:22,1.71%,1099.78,2322856
